Year,Month,State,Species,Metric Tons,Pounds
1997,Aug,Texas,"OYSTER, EASTERN",106.70,235307.00
1999,Aug,Texas,"OYSTER, EASTERN",132.10,291308.00
2000,Aug,Texas,"OYSTER, EASTERN",109.40,241239.00
2001,Aug,Texas,"OYSTER, EASTERN",89.50,197227.00
2002,Aug,Texas,"OYSTER, EASTERN",87.80,193656.00
2003,Aug,Texas,"OYSTER, EASTERN",130.70,288035.00
2004,Aug,Texas,"OYSTER, EASTERN",115.00,253471.00
2005,Aug,Texas,"OYSTER, EASTERN",32.30,71192.00
2006,Aug,Texas,"OYSTER, EASTERN",100.40,221411.00
2007,Aug,Texas,"OYSTER, EASTERN",75.40,166130.00
2008,Aug,Texas,"OYSTER, EASTERN",51.80,114296.00
2009,Aug,Texas,"OYSTER, EASTERN",18.40,40671.00
2010,Aug,Texas,"OYSTER, EASTERN",49.70,109604.00
2011,Aug,Texas,"OYSTER, EASTERN",40.50,89392.00
2012,Aug,Texas,"OYSTER, EASTERN",25.30,55699.00
2013,Aug,Texas,"OYSTER, EASTERN",56.00,123405.00
2014,Aug,Texas,"OYSTER, EASTERN",45.20,99748.00
2015,Aug,Texas,"OYSTER, EASTERN",49.80,109769.00
2016,Aug,Texas,"OYSTER, EASTERN",31.20,68822.00
1990,Sep,Alabama,"OYSTER, EASTERN",0.40,979.00
1992,Sep,Alabama,"OYSTER, EASTERN",64.70,142688.00
1993,Sep,Alabama,"OYSTER, EASTERN",32.40,71345.00
1994,Sep,Alabama,"OYSTER, EASTERN",26.10,57537.00
1995,Sep,Alabama,"OYSTER, EASTERN",23.00,50632.00
1996,Sep,Alabama,"OYSTER, EASTERN",19.90,43898.00
1997,Sep,Alabama,"OYSTER, EASTERN",13.70,30159.00
1998,Sep,Alabama,"OYSTER, EASTERN",10.40,22961.00
1999,Sep,Alabama,"OYSTER, EASTERN",10.90,24090.00
2000,Sep,Alabama,"OYSTER, EASTERN",27.40,60433.00
2001,Sep,Alabama,"OYSTER, EASTERN",14.00,30794.00
2002,Sep,Alabama,"OYSTER, EASTERN",14.30,31505.00
2003,Sep,Alabama,"OYSTER, EASTERN",27.90,61563.00
2004,Sep,Alabama,"OYSTER, EASTERN",23.30,51297.00
2005,Sep,Alabama,"OYSTER, EASTERN",1.60,3586.00
2006,Sep,Alabama,"OYSTER, EASTERN",15.00,32961.00
2007,Sep,Alabama,"OYSTER, EASTERN",22.40,49434.00
2008,Sep,Alabama,"OYSTER, EASTERN",0.60,1343.00
2013,Sep,Alabama,"OYSTER, EASTERN",0.30,627.00
2014,Sep,Alabama,"OYSTER, EASTERN",0.30,707.00
2015,Sep,Alabama,"OYSTER, EASTERN",1.00,2182.00
2016,Sep,Alabama,"OYSTER, EASTERN",1.30,2968.00
1990,Sep,Florida West Coast,"OYSTER, EASTERN",56.50,124650.00
1991,Sep,Florida West Coast,"OYSTER, EASTERN",39.30,86745.00
1992,Sep,Florida West Coast,"OYSTER, EASTERN",63.50,139908.00
1993,Sep,Florida West Coast,"OYSTER, EASTERN",54.50,120235.00
1994,Sep,Florida West Coast,"OYSTER, EASTERN",12.00,26361.00
1995,Sep,Florida West Coast,"OYSTER, EASTERN",8.00,17556.00
1996,Sep,Florida West Coast,"OYSTER, EASTERN",27.20,60025.00
1997,Sep,Florida West Coast,"OYSTER, EASTERN",40.40,89027.00
1998,Sep,Florida West Coast,"OYSTER, EASTERN",29.80,65646.00
1999,Sep,Florida West Coast,"OYSTER, EASTERN",79.20,174611.00
2000,Sep,Florida West Coast,"OYSTER, EASTERN",61.30,135125.00
2001,Sep,Florida West Coast,"OYSTER, EASTERN",65.70,144907.00
2002,Sep,Florida West Coast,"OYSTER, EASTERN",40.70,89783.00
2003,Sep,Florida West Coast,"OYSTER, EASTERN",36.60,80774.00
2004,Sep,Florida West Coast,"OYSTER, EASTERN",15.60,34373.00
2005,Sep,Florida West Coast,"OYSTER, EASTERN",14.30,31460.00
2006,Sep,Florida West Coast,"OYSTER, EASTERN",118.70,261664.00
2007,Sep,Florida West Coast,"OYSTER, EASTERN",97.60,215149.00
2008,Sep,Florida West Coast,"OYSTER, EASTERN",120.30,265164.00
2009,Sep,Florida West Coast,"OYSTER, EASTERN",103.70,228697.00
2010,Sep,Florida West Coast,"OYSTER, EASTERN",72.20,159281.00
2011,Sep,Florida West Coast,"OYSTER, EASTERN",139.50,307455.00
2012,Sep,Florida West Coast,"OYSTER, EASTERN",84.90,187273.00
2013,Sep,Florida West Coast,"OYSTER, EASTERN",43.30,95441.00
2014,Sep,Florida West Coast,"OYSTER, EASTERN",20.00,44120.00
2015,Sep,Florida West Coast,"OYSTER, EASTERN",33.00,72776.00
2016,Sep,Florida West Coast,"OYSTER, EASTERN",17.90,39481.00
1990,Sep,Louisiana,"OYSTER, EASTERN",192.60,424702.00
1991,Sep,Louisiana,"OYSTER, EASTERN",300.40,662285.00
1992,Sep,Louisiana,"OYSTER, EASTERN",429.30,946409.00
1993,Sep,Louisiana,"OYSTER, EASTERN",455.50,1004090.00
1994,Sep,Louisiana,"OYSTER, EASTERN",640.70,1412424.00
1995,Sep,Louisiana,"OYSTER, EASTERN",616.00,1357986.00
1996,Sep,Louisiana,"OYSTER, EASTERN",659.90,1454825.00
1997,Sep,Louisiana,"OYSTER, EASTERN",674.30,1486559.00
1998,Sep,Louisiana,"OYSTER, EASTERN",473.20,1043218.00
1999,Sep,Louisiana,"OYSTER, EASTERN",630.50,1390004.00
2000,Sep,Louisiana,"OYSTER, EASTERN",564.40,1244317.00
2001,Sep,Louisiana,"OYSTER, EASTERN",501.40,1105430.00
2002,Sep,Louisiana,"OYSTER, EASTERN",405.40,893764.00
2003,Sep,Louisiana,"OYSTER, EASTERN",700.40,1544096.00
2004,Sep,Louisiana,"OYSTER, EASTERN",424.90,936783.00
2005,Sep,Louisiana,"OYSTER, EASTERN",142.00,313045.00
2006,Sep,Louisiana,"OYSTER, EASTERN",393.80,868138.00
2007,Sep,Louisiana,"OYSTER, EASTERN",445.30,981777.00
2008,Sep,Louisiana,"OYSTER, EASTERN",120.70,266062.00
2009,Sep,Louisiana,"OYSTER, EASTERN",486.10,1071654.00
2010,Sep,Louisiana,"OYSTER, EASTERN",136.30,300382.00
2011,Sep,Louisiana,"OYSTER, EASTERN",390.40,860758.00
2012,Sep,Louisiana,"OYSTER, EASTERN",360.00,793672.00
2013,Sep,Louisiana,"OYSTER, EASTERN",413.40,911309.00
2014,Sep,Louisiana,"OYSTER, EASTERN",405.10,893106.00
2015,Sep,Louisiana,"OYSTER, EASTERN",399.30,880239.00
2016,Sep,Louisiana,"OYSTER, EASTERN",446.80,985055.00
1992,Sep,Mississippi,"OYSTER, EASTERN",5.80,12784.00
2002,Sep,Mississippi,"OYSTER, EASTERN",25.90,57112.00
2004,Sep,Mississippi,"OYSTER, EASTERN",26.20,57824.00
2007,Sep,Mississippi,"OYSTER, EASTERN",8.70,19152.00
2008,Sep,Mississippi,"OYSTER, EASTERN",24.10,53152.00
2009,Sep,Mississippi,"OYSTER, EASTERN",32.20,71088.00
1990,Sep,Texas,"OYSTER, EASTERN",9.80,21561.00
1991,Sep,Texas,"OYSTER, EASTERN",53.80,118704.00
1992,Sep,Texas,"OYSTER, EASTERN",58.50,128961.00
1993,Sep,Texas,"OYSTER, EASTERN",49.20,108362.00
1994,Sep,Texas,"OYSTER, EASTERN",93.50,206170.00
1995,Sep,Texas,"OYSTER, EASTERN",57.10,125844.00
1996,Sep,Texas,"OYSTER, EASTERN",47.80,105352.00
1997,Sep,Texas,"OYSTER, EASTERN",46.40,102237.00
1999,Sep,Texas,"OYSTER, EASTERN",83.30,183595.00
2000,Sep,Texas,"OYSTER, EASTERN",9.70,21334.00
2001,Sep,Texas,"OYSTER, EASTERN",36.90,81308.00
2002,Sep,Texas,"OYSTER, EASTERN",59.60,131392.00
2003,Sep,Texas,"OYSTER, EASTERN",79.40,175141.00
2004,Sep,Texas,"OYSTER, EASTERN",53.70,118477.00
2005,Sep,Texas,"OYSTER, EASTERN",25.00,55021.00
2006,Sep,Texas,"OYSTER, EASTERN",32.00,70527.00
2007,Sep,Texas,"OYSTER, EASTERN",41.80,92230.00
2008,Sep,Texas,"OYSTER, EASTERN",29.20,64455.00
2009,Sep,Texas,"OYSTER, EASTERN",22.50,49614.00
2010,Sep,Texas,"OYSTER, EASTERN",34.30,75585.00
2011,Sep,Texas,"OYSTER, EASTERN",23.50,51872.00
2012,Sep,Texas,"OYSTER, EASTERN",20.20,44536.00
2014,Sep,Texas,"OYSTER, EASTERN",30.90,68180.00
2015,Sep,Texas,"OYSTER, EASTERN",39.60,87223.00
2016,Sep,Texas,"OYSTER, EASTERN",32.70,72186.00
1990,Oct,Alabama,"OYSTER, EASTERN",0.70,1556.00
1992,Oct,Alabama,"OYSTER, EASTERN",65.70,144785.00
1993,Oct,Alabama,"OYSTER, EASTERN",26.60,58665.00
1994,Oct,Alabama,"OYSTER, EASTERN",31.40,69276.00
1995,Oct,Alabama,"OYSTER, EASTERN",30.00,66064.00
1996,Oct,Alabama,"OYSTER, EASTERN",22.10,48621.00
1997,Oct,Alabama,"OYSTER, EASTERN",22.10,48685.00
1998,Oct,Alabama,"OYSTER, EASTERN",11.00,24237.00
1999,Oct,Alabama,"OYSTER, EASTERN",15.00,33171.00
2000,Oct,Alabama,"OYSTER, EASTERN",33.40,73582.00
2001,Oct,Alabama,"OYSTER, EASTERN",14.70,32305.00
2002,Oct,Alabama,"OYSTER, EASTERN",27.90,61585.00
2003,Oct,Alabama,"OYSTER, EASTERN",32.10,70818.00
2004,Oct,Alabama,"OYSTER, EASTERN",31.90,70349.00
2005,Oct,Alabama,"OYSTER, EASTERN",24.70,54539.00
2006,Oct,Alabama,"OYSTER, EASTERN",24.80,54576.00
2007,Oct,Alabama,"OYSTER, EASTERN",11.90,26145.00
2008,Oct,Alabama,"OYSTER, EASTERN",0.50,1030.00
2010,Oct,Alabama,"OYSTER, EASTERN",12.40,27339.00
2011,Oct,Alabama,"OYSTER, EASTERN",34.50,76055.00
2012,Oct,Alabama,"OYSTER, EASTERN",12.10,26641.00
2013,Oct,Alabama,"OYSTER, EASTERN",5.60,12311.00
2014,Oct,Alabama,"OYSTER, EASTERN",1.40,3083.00
2015,Oct,Alabama,"OYSTER, EASTERN",0.50,1107.00
2016,Oct,Alabama,"OYSTER, EASTERN",1.20,2714.00
1990,Oct,Florida West Coast,"OYSTER, EASTERN",93.80,206772.00
1991,Oct,Florida West Coast,"OYSTER, EASTERN",65.50,144331.00
1992,Oct,Florida West Coast,"OYSTER, EASTERN",152.80,336813.00
1993,Oct,Florida West Coast,"OYSTER, EASTERN",133.10,293404.00
1994,Oct,Florida West Coast,"OYSTER, EASTERN",12.50,27605.00
1995,Oct,Florida West Coast,"OYSTER, EASTERN",41.70,91889.00
1996,Oct,Florida West Coast,"OYSTER, EASTERN",64.70,142631.00
1997,Oct,Florida West Coast,"OYSTER, EASTERN",111.80,246525.00
1998,Oct,Florida West Coast,"OYSTER, EASTERN",74.70,164792.00
1999,Oct,Florida West Coast,"OYSTER, EASTERN",112.50,247921.00
2000,Oct,Florida West Coast,"OYSTER, EASTERN",172.90,381276.00
2001,Oct,Florida West Coast,"OYSTER, EASTERN",69.20,152666.00
2002,Oct,Florida West Coast,"OYSTER, EASTERN",87.90,193762.00
2003,Oct,Florida West Coast,"OYSTER, EASTERN",79.60,175520.00
2004,Oct,Florida West Coast,"OYSTER, EASTERN",77.20,170102.00
2005,Oct,Florida West Coast,"OYSTER, EASTERN",16.10,35564.00
2006,Oct,Florida West Coast,"OYSTER, EASTERN",118.70,261610.00
2007,Oct,Florida West Coast,"OYSTER, EASTERN",121.70,268227.00
2008,Oct,Florida West Coast,"OYSTER, EASTERN",113.40,249967.00
2009,Oct,Florida West Coast,"OYSTER, EASTERN",108.40,238887.00
2010,Oct,Florida West Coast,"OYSTER, EASTERN",82.80,182497.00
2011,Oct,Florida West Coast,"OYSTER, EASTERN",128.90,284241.00
2012,Oct,Florida West Coast,"OYSTER, EASTERN",79.20,174613.00
2013,Oct,Florida West Coast,"OYSTER, EASTERN",36.90,81304.00
2014,Oct,Florida West Coast,"OYSTER, EASTERN",23.40,51584.00
2015,Oct,Florida West Coast,"OYSTER, EASTERN",44.50,98057.00
2016,Oct,Florida West Coast,"OYSTER, EASTERN",29.60,65255.00
1990,Oct,Louisiana,"OYSTER, EASTERN",202.10,445535.00
1991,Oct,Louisiana,"OYSTER, EASTERN",334.00,736316.00
1992,Oct,Louisiana,"OYSTER, EASTERN",612.60,1350519.00
1993,Oct,Louisiana,"OYSTER, EASTERN",811.00,1787901.00
1994,Oct,Louisiana,"OYSTER, EASTERN",577.50,1273158.00
1995,Oct,Louisiana,"OYSTER, EASTERN",512.80,1130425.00
1996,Oct,Louisiana,"OYSTER, EASTERN",473.80,1044465.00
1997,Oct,Louisiana,"OYSTER, EASTERN",532.90,1174764.00
1998,Oct,Louisiana,"OYSTER, EASTERN",608.70,1341852.00
1999,Oct,Louisiana,"OYSTER, EASTERN",476.80,1051210.00
2000,Oct,Louisiana,"OYSTER, EASTERN",577.40,1273008.00
2001,Oct,Louisiana,"OYSTER, EASTERN",698.50,1539871.00
2002,Oct,Louisiana,"OYSTER, EASTERN",533.20,1175511.00
2003,Oct,Louisiana,"OYSTER, EASTERN",593.80,1309177.00
2004,Oct,Louisiana,"OYSTER, EASTERN",622.70,1372743.00
2005,Oct,Louisiana,"OYSTER, EASTERN",167.80,370002.00
2006,Oct,Louisiana,"OYSTER, EASTERN",376.20,829366.00
2007,Oct,Louisiana,"OYSTER, EASTERN",487.40,1074564.00
2008,Oct,Louisiana,"OYSTER, EASTERN",527.20,1162184.00
2009,Oct,Louisiana,"OYSTER, EASTERN",517.90,1141761.00
2010,Oct,Louisiana,"OYSTER, EASTERN",164.70,363033.00
2011,Oct,Louisiana,"OYSTER, EASTERN",471.30,1039113.00
2012,Oct,Louisiana,"OYSTER, EASTERN",476.50,1050393.00
2013,Oct,Louisiana,"OYSTER, EASTERN",505.20,1113665.00
2014,Oct,Louisiana,"OYSTER, EASTERN",351.60,775210.00
2015,Oct,Louisiana,"OYSTER, EASTERN",470.60,1037511.00
2016,Oct,Louisiana,"OYSTER, EASTERN",370.80,817528.00
1991,Oct,Mississippi,"OYSTER, EASTERN",11.10,24486.00
1992,Oct,Mississippi,"OYSTER, EASTERN",125.10,275759.00
2002,Oct,Mississippi,"OYSTER, EASTERN",137.10,302200.00
2003,Oct,Mississippi,"OYSTER, EASTERN",310.50,684448.00
2004,Oct,Mississippi,"OYSTER, EASTERN",210.50,464039.00
2007,Oct,Mississippi,"OYSTER, EASTERN",13.40,29520.00
2008,Oct,Mississippi,"OYSTER, EASTERN",254.80,561768.00
2009,Oct,Mississippi,"OYSTER, EASTERN",189.00,416776.00
2011,Oct,Mississippi,"OYSTER, EASTERN",0.20,520.00
2013,Oct,Mississippi,"OYSTER, EASTERN",72.90,160744.00
2016,Oct,Mississippi,"OYSTER, EASTERN",100.10,220616.00
1990,Oct,Texas,"OYSTER, EASTERN",40.70,89654.00
1991,Oct,Texas,"OYSTER, EASTERN",65.60,144518.00
1992,Oct,Texas,"OYSTER, EASTERN",79.20,174496.00
1993,Oct,Texas,"OYSTER, EASTERN",39.90,88063.00
1994,Oct,Texas,"OYSTER, EASTERN",88.80,195845.00
1995,Oct,Texas,"OYSTER, EASTERN",99.30,218840.00
1996,Oct,Texas,"OYSTER, EASTERN",175.70,387348.00
1997,Oct,Texas,"OYSTER, EASTERN",76.70,169034.00
1998,Oct,Texas,"OYSTER, EASTERN",31.00,68286.00
1999,Oct,Texas,"OYSTER, EASTERN",114.20,251670.00
2000,Oct,Texas,"OYSTER, EASTERN",21.00,46342.00
2001,Oct,Texas,"OYSTER, EASTERN",82.20,181319.00
2002,Oct,Texas,"OYSTER, EASTERN",109.20,240767.00
2003,Oct,Texas,"OYSTER, EASTERN",154.10,339641.00
2004,Oct,Texas,"OYSTER, EASTERN",116.90,257671.00
2005,Oct,Texas,"OYSTER, EASTERN",133.00,293160.00
2006,Oct,Texas,"OYSTER, EASTERN",97.50,214903.00
2007,Oct,Texas,"OYSTER, EASTERN",141.10,310996.00
2009,Oct,Texas,"OYSTER, EASTERN",53.30,117532.00
2010,Oct,Texas,"OYSTER, EASTERN",100.20,220975.00
2011,Oct,Texas,"OYSTER, EASTERN",9.50,20879.00
2012,Oct,Texas,"OYSTER, EASTERN",119.10,262573.00
2013,Oct,Texas,"OYSTER, EASTERN",114.10,251567.00
2014,Oct,Texas,"OYSTER, EASTERN",104.40,230260.00
2015,Oct,Texas,"OYSTER, EASTERN",25.30,55777.00
2016,Oct,Texas,"OYSTER, EASTERN",24.20,53261.00
1990,Nov,Alabama,"OYSTER, EASTERN",5.40,11827.00
1991,Nov,Alabama,"OYSTER, EASTERN",21.20,46728.00
1992,Nov,Alabama,"OYSTER, EASTERN",60.00,132341.00
1993,Nov,Alabama,"OYSTER, EASTERN",42.80,94264.00
1994,Nov,Alabama,"OYSTER, EASTERN",49.80,109784.00
1995,Nov,Alabama,"OYSTER, EASTERN",40.80,89910.00
1996,Nov,Alabama,"OYSTER, EASTERN",7.00,15452.00
1997,Nov,Alabama,"OYSTER, EASTERN",24.70,54532.00
1998,Nov,Alabama,"OYSTER, EASTERN",14.80,32561.00
1999,Nov,Alabama,"OYSTER, EASTERN",19.40,42668.00
2000,Nov,Alabama,"OYSTER, EASTERN",27.30,60096.00
2001,Nov,Alabama,"OYSTER, EASTERN",18.20,40177.00
2002,Nov,Alabama,"OYSTER, EASTERN",53.60,118250.00
2003,Nov,Alabama,"OYSTER, EASTERN",23.60,51922.00
2004,Nov,Alabama,"OYSTER, EASTERN",31.40,69120.00
2005,Nov,Alabama,"OYSTER, EASTERN",44.60,98293.00
2006,Nov,Alabama,"OYSTER, EASTERN",31.40,69304.00
2007,Nov,Alabama,"OYSTER, EASTERN",7.90,17435.00
2008,Nov,Alabama,"OYSTER, EASTERN",0.90,1885.00
2010,Nov,Alabama,"OYSTER, EASTERN",12.60,27757.00
2011,Nov,Alabama,"OYSTER, EASTERN",69.70,153721.00
2012,Nov,Alabama,"OYSTER, EASTERN",51.20,112874.00
2013,Nov,Alabama,"OYSTER, EASTERN",9.40,20806.00
2014,Nov,Alabama,"OYSTER, EASTERN",3.80,8468.00
2015,Nov,Alabama,"OYSTER, EASTERN",0.50,1115.00
2016,Nov,Alabama,"OYSTER, EASTERN",4.60,10172.00
1990,Nov,Florida West Coast,"OYSTER, EASTERN",86.20,190076.00
1991,Nov,Florida West Coast,"OYSTER, EASTERN",59.50,131224.00
1992,Nov,Florida West Coast,"OYSTER, EASTERN",132.80,292716.00
1993,Nov,Florida West Coast,"OYSTER, EASTERN",161.30,355686.00
1994,Nov,Florida West Coast,"OYSTER, EASTERN",49.40,109007.00
1995,Nov,Florida West Coast,"OYSTER, EASTERN",85.70,189013.00
1996,Nov,Florida West Coast,"OYSTER, EASTERN",78.10,172176.00
1997,Nov,Florida West Coast,"OYSTER, EASTERN",96.70,213150.00
1998,Nov,Florida West Coast,"OYSTER, EASTERN",93.00,205135.00
1999,Nov,Florida West Coast,"OYSTER, EASTERN",104.40,230191.00
2000,Nov,Florida West Coast,"OYSTER, EASTERN",124.40,274312.00
2001,Nov,Florida West Coast,"OYSTER, EASTERN",43.60,96172.00
2002,Nov,Florida West Coast,"OYSTER, EASTERN",79.10,174299.00
2003,Nov,Florida West Coast,"OYSTER, EASTERN",55.20,121660.00
2004,Nov,Florida West Coast,"OYSTER, EASTERN",88.30,194575.00
2005,Nov,Florida West Coast,"OYSTER, EASTERN",20.60,45349.00
2006,Nov,Florida West Coast,"OYSTER, EASTERN",129.30,284949.00
2007,Nov,Florida West Coast,"OYSTER, EASTERN",140.20,309016.00
2008,Nov,Florida West Coast,"OYSTER, EASTERN",106.50,234880.00
2009,Nov,Florida West Coast,"OYSTER, EASTERN",85.10,187695.00
2010,Nov,Florida West Coast,"OYSTER, EASTERN",81.20,179099.00
2011,Nov,Florida West Coast,"OYSTER, EASTERN",168.60,371791.00
2012,Nov,Florida West Coast,"OYSTER, EASTERN",67.40,148660.00
2013,Nov,Florida West Coast,"OYSTER, EASTERN",24.80,54723.00
2014,Nov,Florida West Coast,"OYSTER, EASTERN",23.00,50698.00
2015,Nov,Florida West Coast,"OYSTER, EASTERN",30.90,68198.00
2016,Nov,Florida West Coast,"OYSTER, EASTERN",27.90,61558.00
1990,Nov,Louisiana,"OYSTER, EASTERN",205.30,452551.00
1991,Nov,Louisiana,"OYSTER, EASTERN",203.00,447499.00
1992,Nov,Louisiana,"OYSTER, EASTERN",261.90,577294.00
1993,Nov,Louisiana,"OYSTER, EASTERN",380.10,838011.00
1994,Nov,Louisiana,"OYSTER, EASTERN",388.60,856672.00
1995,Nov,Louisiana,"OYSTER, EASTERN",555.90,1225522.00
1996,Nov,Louisiana,"OYSTER, EASTERN",386.00,850966.00
1997,Nov,Louisiana,"OYSTER, EASTERN",344.50,759461.00
1998,Nov,Louisiana,"OYSTER, EASTERN",274.40,604845.00
1999,Nov,Louisiana,"OYSTER, EASTERN",388.10,855693.00
2000,Nov,Louisiana,"OYSTER, EASTERN",330.60,728905.00
2001,Nov,Louisiana,"OYSTER, EASTERN",658.70,1452219.00
2002,Nov,Louisiana,"OYSTER, EASTERN",531.80,1172415.00
2003,Nov,Louisiana,"OYSTER, EASTERN",142.00,312960.00
2004,Nov,Louisiana,"OYSTER, EASTERN",459.60,1013203.00
2005,Nov,Louisiana,"OYSTER, EASTERN",90.30,199147.00
2006,Nov,Louisiana,"OYSTER, EASTERN",209.80,462425.00
2007,Nov,Louisiana,"OYSTER, EASTERN",504.00,1111207.00
2008,Nov,Louisiana,"OYSTER, EASTERN",487.40,1074471.00
2009,Nov,Louisiana,"OYSTER, EASTERN",388.20,855926.00
2010,Nov,Louisiana,"OYSTER, EASTERN",95.90,211343.00
2011,Nov,Louisiana,"OYSTER, EASTERN",674.30,1486634.00
2012,Nov,Louisiana,"OYSTER, EASTERN",196.30,432842.00
2013,Nov,Louisiana,"OYSTER, EASTERN",137.10,302358.00
2014,Nov,Louisiana,"OYSTER, EASTERN",252.10,555798.00
2015,Nov,Louisiana,"OYSTER, EASTERN",461.50,1017505.00
2016,Nov,Louisiana,"OYSTER, EASTERN",250.70,552757.00
1990,Nov,Mississippi,"OYSTER, EASTERN",10.50,23191.00
1991,Nov,Mississippi,"OYSTER, EASTERN",18.70,41190.00
1992,Nov,Mississippi,"OYSTER, EASTERN",66.70,147112.00
2002,Nov,Mississippi,"OYSTER, EASTERN",144.90,319344.00
2003,Nov,Mississippi,"OYSTER, EASTERN",284.80,627872.00
2004,Nov,Mississippi,"OYSTER, EASTERN",276.10,608752.00
2007,Nov,Mississippi,"OYSTER, EASTERN",41.60,91792.00
2008,Nov,Mississippi,"OYSTER, EASTERN",284.90,628128.00
2009,Nov,Mississippi,"OYSTER, EASTERN",257.80,568264.00
2010,Nov,Mississippi,"OYSTER, EASTERN",15.00,33176.00
2012,Nov,Mississippi,"OYSTER, EASTERN",128.60,283448.00
2013,Nov,Mississippi,"OYSTER, EASTERN",56.60,124744.00
2014,Nov,Mississippi,"OYSTER, EASTERN",18.80,41408.00
2015,Nov,Mississippi,"OYSTER, EASTERN",4.90,10896.00
2016,Nov,Mississippi,"OYSTER, EASTERN",9.60,21184.00
1990,Nov,Texas,"OYSTER, EASTERN",182.40,402191.00
1991,Nov,Texas,"OYSTER, EASTERN",274.60,605369.00
1992,Nov,Texas,"OYSTER, EASTERN",359.00,791445.00
1993,Nov,Texas,"OYSTER, EASTERN",310.80,685202.00
1994,Nov,Texas,"OYSTER, EASTERN",445.70,982631.00
1995,Nov,Texas,"OYSTER, EASTERN",436.40,962037.00
1996,Nov,Texas,"OYSTER, EASTERN",468.00,1031823.00
1997,Nov,Texas,"OYSTER, EASTERN",360.30,794386.00
1998,Nov,Texas,"OYSTER, EASTERN",238.70,526285.00
1999,Nov,Texas,"OYSTER, EASTERN",402.90,888272.00
2000,Nov,Texas,"OYSTER, EASTERN",452.00,996420.00
2001,Nov,Texas,"OYSTER, EASTERN",397.70,876771.00
2002,Nov,Texas,"OYSTER, EASTERN",456.70,1006781.00
2003,Nov,Texas,"OYSTER, EASTERN",625.30,1378586.00
2004,Nov,Texas,"OYSTER, EASTERN",407.90,899172.00
2005,Nov,Texas,"OYSTER, EASTERN",438.30,966349.00
2006,Nov,Texas,"OYSTER, EASTERN",593.50,1308498.00
2007,Nov,Texas,"OYSTER, EASTERN",418.80,923245.00
2008,Nov,Texas,"OYSTER, EASTERN",155.60,343066.00
2009,Nov,Texas,"OYSTER, EASTERN",364.80,804247.00
2010,Nov,Texas,"OYSTER, EASTERN",506.50,1116649.00
2012,Nov,Texas,"OYSTER, EASTERN",558.20,1230675.00
2013,Nov,Texas,"OYSTER, EASTERN",425.30,937577.00
2014,Nov,Texas,"OYSTER, EASTERN",382.10,842277.00
2015,Nov,Texas,"OYSTER, EASTERN",5.70,12570.00
2016,Nov,Texas,"OYSTER, EASTERN",244.60,539352.00
1990,Dec,Alabama,"OYSTER, EASTERN",22.50,49583.00
1991,Dec,Alabama,"OYSTER, EASTERN",31.50,69502.00
1992,Dec,Alabama,"OYSTER, EASTERN",44.70,98654.00
1993,Dec,Alabama,"OYSTER, EASTERN",54.50,120151.00
1994,Dec,Alabama,"OYSTER, EASTERN",58.10,128003.00
1995,Dec,Alabama,"OYSTER, EASTERN",32.00,70495.00
1996,Dec,Alabama,"OYSTER, EASTERN",67.80,149368.00
1997,Dec,Alabama,"OYSTER, EASTERN",35.70,78687.00
1998,Dec,Alabama,"OYSTER, EASTERN",17.00,37493.00
1999,Dec,Alabama,"OYSTER, EASTERN",43.50,95999.00
2000,Dec,Alabama,"OYSTER, EASTERN",28.60,63004.00
2001,Dec,Alabama,"OYSTER, EASTERN",15.80,34756.00
2002,Dec,Alabama,"OYSTER, EASTERN",53.50,117952.00
2003,Dec,Alabama,"OYSTER, EASTERN",50.90,112148.00
2004,Dec,Alabama,"OYSTER, EASTERN",2.90,6331.00
2005,Dec,Alabama,"OYSTER, EASTERN",74.70,164658.00
2006,Dec,Alabama,"OYSTER, EASTERN",37.70,83193.00
2007,Dec,Alabama,"OYSTER, EASTERN",9.40,20785.00
2008,Dec,Alabama,"OYSTER, EASTERN",1.10,2372.00
2010,Dec,Alabama,"OYSTER, EASTERN",1.00,2100.00
2011,Dec,Alabama,"OYSTER, EASTERN",24.40,53849.00
2012,Dec,Alabama,"OYSTER, EASTERN",47.70,105076.00
2013,Dec,Alabama,"OYSTER, EASTERN",20.10,44386.00
2014,Dec,Alabama,"OYSTER, EASTERN",12.30,27007.00
2016,Dec,Alabama,"OYSTER, EASTERN",3.50,7618.00
1990,Dec,Florida West Coast,"OYSTER, EASTERN",97.90,215870.00
1991,Dec,Florida West Coast,"OYSTER, EASTERN",81.50,179709.00
1992,Dec,Florida West Coast,"OYSTER, EASTERN",119.80,264157.00
1993,Dec,Florida West Coast,"OYSTER, EASTERN",156.70,345464.00
1994,Dec,Florida West Coast,"OYSTER, EASTERN",93.60,206429.00
1995,Dec,Florida West Coast,"OYSTER, EASTERN",77.20,170258.00
1996,Dec,Florida West Coast,"OYSTER, EASTERN",107.90,237884.00
1997,Dec,Florida West Coast,"OYSTER, EASTERN",64.10,141423.00
1998,Dec,Florida West Coast,"OYSTER, EASTERN",100.40,221242.00
1999,Dec,Florida West Coast,"OYSTER, EASTERN",106.90,235716.00
2000,Dec,Florida West Coast,"OYSTER, EASTERN",129.90,286289.00
2001,Dec,Florida West Coast,"OYSTER, EASTERN",86.10,189902.00
2002,Dec,Florida West Coast,"OYSTER, EASTERN",87.30,192418.00
