Year,Month,State,Species,Metric Tons,Pounds,$
2009,Feb,Florida West Coast,"PORGY, RED",4.1,"9,109","10,402"
2010,Feb,Florida West Coast,"PORGY, RED",3.9,"8,598","10,173"
2011,Feb,Florida West Coast,"PORGY, RED",8.2,"18,113","22,238"
2012,Feb,Florida West Coast,"PORGY, RED",11.6,"25,551","30,723"
2013,Feb,Florida West Coast,"PORGY, RED",5,"11,016","14,684"
2014,Feb,Florida West Coast,"PORGY, RED",9.6,"21,183","26,823"
2015,Feb,Florida West Coast,"PORGY, RED",5.9,"12,918","16,640"
2016,Feb,Florida West Coast,"PORGY, RED",3.5,"7,717","10,512"
2014,Feb,Florida West Coast,"PORGY,GRASS",0,59,27
2015,Feb,Florida West Coast,"PORGY,GRASS",0.2,465,708
2016,Feb,Florida West Coast,"PORGY,GRASS",0.2,436,598
1999,Feb,Louisiana,"PORGY, KNOBBED",0,13,13
1999,Feb,Louisiana,"PORGY, RED",0.1,298,286
2000,Feb,Louisiana,"PORGY, RED",0.3,625,628
2001,Feb,Louisiana,"PORGY, RED",0.1,252,256
2002,Feb,Louisiana,"PORGY, RED",0.3,660,780
2003,Feb,Louisiana,"PORGY, RED",0.4,866,851
2004,Feb,Louisiana,"PORGY, RED",0.3,724,673
2005,Feb,Louisiana,"PORGY, RED",0.3,626,598
2006,Feb,Louisiana,"PORGY, RED",0.1,245,233
2007,Feb,Louisiana,"PORGY, RED",1,"2,140","1,997"
2015,Feb,Louisiana,"PORGY, RED",0.2,386,371
1999,Feb,Louisiana,"PORGY, WHITEBONE",0.1,207,136
2001,Feb,Louisiana,"PORGY, WHITEBONE",0.1,112,113
2002,Feb,Louisiana,"PORGY, WHITEBONE",0,72,79
2003,Feb,Louisiana,"PORGY, WHITEBONE",0.1,172,118
2004,Feb,Louisiana,"PORGY, WHITEBONE",0.1,201,109
2007,Feb,Louisiana,"PORGY, WHITEBONE",0.1,173,76
2002,Feb,Mississippi,"PORGY, RED",0.1,198,190
2015,Mar,Alabama,"PORGY, RED",0.3,622,870
2002,Mar,Alabama,"PORGY, WHITEBONE",0,38,64
2000,Mar,Florida West Coast,"PORGY, JOLTHEAD",0.3,637,450
2001,Mar,Florida West Coast,"PORGY, JOLTHEAD",0.1,269,106
2002,Mar,Florida West Coast,"PORGY, JOLTHEAD",0,67,42
2003,Mar,Florida West Coast,"PORGY, JOLTHEAD",0.2,451,332
2004,Mar,Florida West Coast,"PORGY, JOLTHEAD",0.1,312,246
2005,Mar,Florida West Coast,"PORGY, JOLTHEAD",0.1,143,96
2006,Mar,Florida West Coast,"PORGY, JOLTHEAD",0.1,279,285
2007,Mar,Florida West Coast,"PORGY, JOLTHEAD",0.1,275,239
2008,Mar,Florida West Coast,"PORGY, JOLTHEAD",2,"4,434","4,092"
2010,Mar,Florida West Coast,"PORGY, JOLTHEAD",0.4,990,521
2011,Mar,Florida West Coast,"PORGY, JOLTHEAD",0.9,"1,961",979
2012,Mar,Florida West Coast,"PORGY, JOLTHEAD",1.4,"3,067","3,057"
2013,Mar,Florida West Coast,"PORGY, JOLTHEAD",1.2,"2,608","2,811"
2014,Mar,Florida West Coast,"PORGY, JOLTHEAD",1.3,"2,823","3,132"
2015,Mar,Florida West Coast,"PORGY, JOLTHEAD",1.3,"2,885","3,955"
2016,Mar,Florida West Coast,"PORGY, JOLTHEAD",1.8,"3,913","6,086"
1997,Mar,Florida West Coast,"PORGY, KNOBBED",0.6,"1,338",741
1998,Mar,Florida West Coast,"PORGY, KNOBBED",0.8,"1,794","1,034"
1999,Mar,Florida West Coast,"PORGY, KNOBBED",1.4,"3,093","1,934"
2000,Mar,Florida West Coast,"PORGY, KNOBBED",2.2,"4,816","3,277"
2001,Mar,Florida West Coast,"PORGY, KNOBBED",1.1,"2,444","1,686"
2002,Mar,Florida West Coast,"PORGY, KNOBBED",1,"2,166","1,394"
2003,Mar,Florida West Coast,"PORGY, KNOBBED",1.5,"3,277","2,167"
2004,Mar,Florida West Coast,"PORGY, KNOBBED",1.9,"4,152","2,551"
2005,Mar,Florida West Coast,"PORGY, KNOBBED",0.4,865,753
2006,Mar,Florida West Coast,"PORGY, KNOBBED",0.2,388,383
2007,Mar,Florida West Coast,"PORGY, KNOBBED",0.1,112,63
2012,Mar,Florida West Coast,"PORGY, KNOBBED",0.3,556,487
2013,Mar,Florida West Coast,"PORGY, KNOBBED",0.1,237,220
2014,Mar,Florida West Coast,"PORGY, KNOBBED",0.1,295,344
2015,Mar,Florida West Coast,"PORGY, KNOBBED",0.3,673,506
2016,Mar,Florida West Coast,"PORGY, KNOBBED",0.3,752,459
2002,Mar,Florida West Coast,"PORGY, LONGSPINE",0.1,313,282
1996,Mar,Florida West Coast,"PORGY, RED",0.1,245,226
1997,Mar,Florida West Coast,"PORGY, RED",1.7,"3,696","3,127"
1998,Mar,Florida West Coast,"PORGY, RED",2,"4,415","5,091"
1999,Mar,Florida West Coast,"PORGY, RED",2.4,"5,388","5,771"
2000,Mar,Florida West Coast,"PORGY, RED",2.4,"5,316","5,733"
2001,Mar,Florida West Coast,"PORGY, RED",2.5,"5,474","5,416"
2002,Mar,Florida West Coast,"PORGY, RED",3.4,"7,443","8,242"
2003,Mar,Florida West Coast,"PORGY, RED",3.9,"8,621","9,458"
2004,Mar,Florida West Coast,"PORGY, RED",2.1,"4,648","4,824"
2005,Mar,Florida West Coast,"PORGY, RED",1.4,"3,091","3,214"
2006,Mar,Florida West Coast,"PORGY, RED",2.1,"4,701","5,578"
2007,Mar,Florida West Coast,"PORGY, RED",4.9,"10,755","12,128"
2008,Mar,Florida West Coast,"PORGY, RED",5.3,"11,743","13,083"
2009,Mar,Florida West Coast,"PORGY, RED",8.5,"18,656","21,729"
2010,Mar,Florida West Coast,"PORGY, RED",11.3,"24,998","32,136"
2011,Mar,Florida West Coast,"PORGY, RED",6.7,"14,734","17,352"
2012,Mar,Florida West Coast,"PORGY, RED",15.5,"34,136","42,212"
2013,Mar,Florida West Coast,"PORGY, RED",7,"15,447","19,651"
2014,Mar,Florida West Coast,"PORGY, RED",7,"15,457","19,640"
2015,Mar,Florida West Coast,"PORGY, RED",10.8,"23,802","32,857"
2016,Mar,Florida West Coast,"PORGY, RED",3.5,"7,785","10,750"
2014,Mar,Florida West Coast,"PORGY,GRASS",0.4,936,525
2015,Mar,Florida West Coast,"PORGY,GRASS",0.3,690,662
2016,Mar,Florida West Coast,"PORGY,GRASS",0.1,206,256
2002,Mar,Louisiana,"PORGY, JOLTHEAD",0,51,6
2002,Mar,Louisiana,"PORGY, KNOBBED",0,35,41
1999,Mar,Louisiana,"PORGY, RED",0.3,729,719
2000,Mar,Louisiana,"PORGY, RED",0.7,"1,489","1,478"
2001,Mar,Louisiana,"PORGY, RED",0.6,"1,358","1,334"
2002,Mar,Louisiana,"PORGY, RED",0.2,412,473
2003,Mar,Louisiana,"PORGY, RED",0.8,"1,761","1,798"
2004,Mar,Louisiana,"PORGY, RED",0.5,"1,120","1,013"
2005,Mar,Louisiana,"PORGY, RED",0.3,760,707
2006,Mar,Louisiana,"PORGY, RED",0.6,"1,256","1,164"
2008,Mar,Louisiana,"PORGY, RED",0.7,"1,517","1,557"
2013,Mar,Louisiana,"PORGY, RED",0.2,494,483
1999,Mar,Louisiana,"PORGY, WHITEBONE",0.1,181,197
2000,Mar,Louisiana,"PORGY, WHITEBONE",0.1,330,252
2001,Mar,Louisiana,"PORGY, WHITEBONE",0.1,220,175
2002,Mar,Louisiana,"PORGY, WHITEBONE",0,74,72
2004,Mar,Louisiana,"PORGY, WHITEBONE",0.2,458,243
2005,Mar,Louisiana,"PORGY, WHITEBONE",0.2,337,233
2007,Mar,Louisiana,"PORGY, WHITEBONE",0.1,198,63
2002,Mar,Mississippi,"PORGY, RED",0,17,16
2016,Apr,Alabama,"PORGY, RED",0.1,126,170
2002,Apr,Alabama,"PORGY, WHITEBONE",0.1,201,244
2003,Apr,Alabama,"PORGY, WHITEBONE",0.1,170,202
2000,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.1,150,78
2001,Apr,Florida West Coast,"PORGY, JOLTHEAD",0,100,71
2002,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.1,293,196
2003,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.1,265,186
2004,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.3,767,627
2005,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.3,746,547
2006,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.1,132,69
2007,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.1,221,225
2008,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.2,537,423
2009,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.4,974,"1,171"
2010,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.3,764,426
2011,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.3,715,473
2012,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.3,637,428
2013,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.2,373,417
2014,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.5,"1,063","1,014"
2015,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.6,"1,429","2,201"
2016,Apr,Florida West Coast,"PORGY, JOLTHEAD",0.8,"1,719","2,347"
1998,Apr,Florida West Coast,"PORGY, KNOBBED",0.4,832,512
1999,Apr,Florida West Coast,"PORGY, KNOBBED",1.4,"3,037","1,811"
2000,Apr,Florida West Coast,"PORGY, KNOBBED",0.9,"2,020","1,426"
2001,Apr,Florida West Coast,"PORGY, KNOBBED",2.1,"4,634","3,165"
2002,Apr,Florida West Coast,"PORGY, KNOBBED",1.4,"3,010","2,023"
2003,Apr,Florida West Coast,"PORGY, KNOBBED",0.4,934,534
2004,Apr,Florida West Coast,"PORGY, KNOBBED",0.9,"2,058","1,245"
2005,Apr,Florida West Coast,"PORGY, KNOBBED",0.3,742,682
2006,Apr,Florida West Coast,"PORGY, KNOBBED",0.2,412,371
2007,Apr,Florida West Coast,"PORGY, KNOBBED",0.3,702,723
2008,Apr,Florida West Coast,"PORGY, KNOBBED",0.1,221,122
2010,Apr,Florida West Coast,"PORGY, KNOBBED",0.1,158,89
2012,Apr,Florida West Coast,"PORGY, KNOBBED",0.2,357,430
2014,Apr,Florida West Coast,"PORGY, KNOBBED",0.1,313,213
2015,Apr,Florida West Coast,"PORGY, KNOBBED",0.2,512,380
2016,Apr,Florida West Coast,"PORGY, KNOBBED",0.3,715,623
1996,Apr,Florida West Coast,"PORGY, RED",0.2,434,391
1997,Apr,Florida West Coast,"PORGY, RED",2.6,"5,773","4,855"
1998,Apr,Florida West Coast,"PORGY, RED",2.9,"6,380","5,889"
1999,Apr,Florida West Coast,"PORGY, RED",2.6,"5,741","5,442"
2000,Apr,Florida West Coast,"PORGY, RED",5.6,"12,305","12,711"
2001,Apr,Florida West Coast,"PORGY, RED",4.4,"9,675","12,599"
2002,Apr,Florida West Coast,"PORGY, RED",3.2,"6,947","7,828"
2003,Apr,Florida West Coast,"PORGY, RED",1.6,"3,592","3,763"
2004,Apr,Florida West Coast,"PORGY, RED",2.1,"4,539","4,471"
2005,Apr,Florida West Coast,"PORGY, RED",1.9,"4,256","4,351"
2006,Apr,Florida West Coast,"PORGY, RED",6,"13,196","15,299"
2007,Apr,Florida West Coast,"PORGY, RED",2.3,"5,028","5,504"
2008,Apr,Florida West Coast,"PORGY, RED",3.2,"6,988","7,872"
2009,Apr,Florida West Coast,"PORGY, RED",4.9,"10,743","13,031"
2010,Apr,Florida West Coast,"PORGY, RED",10,"22,111","27,794"
2011,Apr,Florida West Coast,"PORGY, RED",9.3,"20,606","25,996"
2012,Apr,Florida West Coast,"PORGY, RED",10.5,"23,109","31,593"
2013,Apr,Florida West Coast,"PORGY, RED",7.9,"17,524","22,048"
2014,Apr,Florida West Coast,"PORGY, RED",10.8,"23,714","29,539"
2015,Apr,Florida West Coast,"PORGY, RED",7.8,"17,240","23,184"
2016,Apr,Florida West Coast,"PORGY, RED",6.2,"13,767","18,699"
2014,Apr,Florida West Coast,"PORGY,GRASS",0.7,"1,463","1,444"
2015,Apr,Florida West Coast,"PORGY,GRASS",0.1,233,174
2002,Apr,Louisiana,"PORGY, KNOBBED",0,26,25
1999,Apr,Louisiana,"PORGY, RED",0.2,478,508
2000,Apr,Louisiana,"PORGY, RED",0.2,505,518
2001,Apr,Louisiana,"PORGY, RED",0.3,682,705
2002,Apr,Louisiana,"PORGY, RED",0.8,"1,798","1,696"
2003,Apr,Louisiana,"PORGY, RED",1.1,"2,395","2,380"
2004,Apr,Louisiana,"PORGY, RED",0.4,857,828
2005,Apr,Louisiana,"PORGY, RED",0.2,478,460
2006,Apr,Louisiana,"PORGY, RED",0.8,"1,687","1,234"
2007,Apr,Louisiana,"PORGY, RED",0.9,"2,074","1,758"
2008,Apr,Louisiana,"PORGY, RED",0.7,"1,445","1,376"
2015,Apr,Louisiana,"PORGY, RED",0.2,436,429
2016,Apr,Louisiana,"PORGY, RED",0.8,"1,724","1,713"
1999,Apr,Louisiana,"PORGY, WHITEBONE",0.1,284,237
2000,Apr,Louisiana,"PORGY, WHITEBONE",0.1,196,228
2001,Apr,Louisiana,"PORGY, WHITEBONE",0,33,46
2002,Apr,Louisiana,"PORGY, WHITEBONE",0.2,523,348
2004,Apr,Louisiana,"PORGY, WHITEBONE",0.1,142,77
2002,Apr,Mississippi,"PORGY, RED",0.6,"1,258","1,210"
2013,May,Alabama,"PORGY, RED",0.1,322,457
2016,May,Alabama,"PORGY, RED",0.1,128,174
2000,May,Florida West Coast,"PORGY, JOLTHEAD",0.5,"1,086",749
2001,May,Florida West Coast,"PORGY, JOLTHEAD",0.2,365,293
2002,May,Florida West Coast,"PORGY, JOLTHEAD",0.1,213,161
2003,May,Florida West Coast,"PORGY, JOLTHEAD",0.2,495,381
2004,May,Florida West Coast,"PORGY, JOLTHEAD",0.3,603,470
2005,May,Florida West Coast,"PORGY, JOLTHEAD",0.5,"1,156",856
2006,May,Florida West Coast,"PORGY, JOLTHEAD",0.4,789,700
2007,May,Florida West Coast,"PORGY, JOLTHEAD",0.2,494,481
2008,May,Florida West Coast,"PORGY, JOLTHEAD",0.1,240,214
2009,May,Florida West Coast,"PORGY, JOLTHEAD",0.5,"1,108",759
2010,May,Florida West Coast,"PORGY, JOLTHEAD",0.2,353,341
2011,May,Florida West Coast,"PORGY, JOLTHEAD",0.5,"1,166",691
2012,May,Florida West Coast,"PORGY, JOLTHEAD",1.1,"2,447","1,763"
2013,May,Florida West Coast,"PORGY, JOLTHEAD",0.3,679,695
2014,May,Florida West Coast,"PORGY, JOLTHEAD",1.2,"2,738","2,954"
2015,May,Florida West Coast,"PORGY, JOLTHEAD",1.1,"2,400","3,044"
2016,May,Florida West Coast,"PORGY, JOLTHEAD",1,"2,312","2,898"
1998,May,Florida West Coast,"PORGY, KNOBBED",0.6,"1,375",921
1999,May,Florida West Coast,"PORGY, KNOBBED",1.3,"2,778","1,795"
2000,May,Florida West Coast,"PORGY, KNOBBED",1.1,"2,328","1,576"
2001,May,Florida West Coast,"PORGY, KNOBBED",2,"4,405","3,396"
