Year,Month,State,Species,Metric Tons,Pounds,$
1990,Nov,Florida West Coast,RAYS,0.2,484,48
1991,Nov,Florida West Coast,RAYS,1.8,"3,981",311
1992,Nov,Florida West Coast,RAYS,0.8,"1,716",160
2015,Nov,Florida West Coast,RAYS,0,14,184
2016,Nov,Florida West Coast,RAYS,5.7,"12,593","2,025"
2012,Nov,Texas,"RAY,STINGRAYS",0.2,349,629
2013,Nov,Texas,"RAY,STINGRAYS",0,82,149
2014,Nov,Texas,"RAY,STINGRAYS",0,73,74
2015,Nov,Texas,"RAY,STINGRAYS",0,22,58
2002,Dec,Alabama,"RAY,STINGRAYS",0,56,15
2015,Dec,Florida West Coast,"RAY,STINGRAYS",0,11,67
2016,Dec,Florida West Coast,"RAY,STINGRAYS",0,15,103
1991,Dec,Florida West Coast,RAYS,0.7,"1,503",178
1992,Dec,Florida West Coast,RAYS,0.6,"1,263",96
1994,Dec,Florida West Coast,RAYS,0,91,6
2017,NSP,Florida West Coast,RAYS,45.4,"100,161","31,513"
2017,NSP,Texas,"RAY,STINGRAYS",0.9,"2,017","2,880"
