Year,Month,State,Species,Metric Tons,Pounds
1990,Jan,Alabama,AMBERJACK,0.1,251
2001,Jan,Alabama,AMBERJACK,0.1,211
2004,Jan,Alabama,AMBERJACK,0.1,296
2002,Jan,Alabama,"AMBERJACK, GREATER",0.1,203
2010,Jan,Alabama,"AMBERJACK, GREATER",3,"6,548"
2002,Jan,Alabama,"AMBERJACK, LESSER",0.3,681
1990,Jan,Florida West Coast,AMBERJACK,86.9,"191,652"
1991,Jan,Florida West Coast,AMBERJACK,24.6,"54,213"
1993,Jan,Florida West Coast,AMBERJACK,2.4,"5,289"
1994,Jan,Florida West Coast,AMBERJACK,0.6,"1,358"
1995,Jan,Florida West Coast,AMBERJACK,20.5,"45,163"
1996,Jan,Florida West Coast,AMBERJACK,11.1,"24,469"
1997,Jan,Florida West Coast,AMBERJACK,1.1,"2,371"
1992,Jan,Florida West Coast,"AMBERJACK, GREATER",33.9,"74,835"
1993,Jan,Florida West Coast,"AMBERJACK, GREATER",67,"147,702"
1994,Jan,Florida West Coast,"AMBERJACK, GREATER",25.3,"55,873"
1995,Jan,Florida West Coast,"AMBERJACK, GREATER",44.1,"97,179"
1996,Jan,Florida West Coast,"AMBERJACK, GREATER",29.8,"65,797"
1997,Jan,Florida West Coast,"AMBERJACK, GREATER",36.8,"81,095"
1998,Jan,Florida West Coast,"AMBERJACK, GREATER",35.7,"78,594"
1999,Jan,Florida West Coast,"AMBERJACK, GREATER",32.6,"71,875"
2000,Jan,Florida West Coast,"AMBERJACK, GREATER",24.1,"53,175"
2001,Jan,Florida West Coast,"AMBERJACK, GREATER",25.1,"55,357"
2002,Jan,Florida West Coast,"AMBERJACK, GREATER",23.5,"51,902"
2003,Jan,Florida West Coast,"AMBERJACK, GREATER",32.4,"71,520"
2004,Jan,Florida West Coast,"AMBERJACK, GREATER",52.4,"115,464"
2005,Jan,Florida West Coast,"AMBERJACK, GREATER",44.2,"97,526"
2006,Jan,Florida West Coast,"AMBERJACK, GREATER",25.9,"57,043"
2007,Jan,Florida West Coast,"AMBERJACK, GREATER",18.1,"39,899"
2008,Jan,Florida West Coast,"AMBERJACK, GREATER",18.9,"41,762"
2009,Jan,Florida West Coast,"AMBERJACK, GREATER",31.3,"69,046"
2010,Jan,Florida West Coast,"AMBERJACK, GREATER",30.2,"66,616"
2011,Jan,Florida West Coast,"AMBERJACK, GREATER",27.8,"61,390"
2012,Jan,Florida West Coast,"AMBERJACK, GREATER",46.5,"102,410"
2013,Jan,Florida West Coast,"AMBERJACK, GREATER",41,"90,369"
2014,Jan,Florida West Coast,"AMBERJACK, GREATER",22.9,"50,457"
2015,Jan,Florida West Coast,"AMBERJACK, GREATER",40.4,"89,119"
2016,Jan,Florida West Coast,"AMBERJACK, GREATER",21.1,"46,529"
1992,Jan,Florida West Coast,"AMBERJACK, LESSER",2.5,"5,445"
1993,Jan,Florida West Coast,"AMBERJACK, LESSER",0.8,"1,816"
1994,Jan,Florida West Coast,"AMBERJACK, LESSER",1.1,"2,446"
1995,Jan,Florida West Coast,"AMBERJACK, LESSER",4.2,"9,177"
1996,Jan,Florida West Coast,"AMBERJACK, LESSER",1.5,"3,355"
1997,Jan,Florida West Coast,"AMBERJACK, LESSER",3.5,"7,654"
1998,Jan,Florida West Coast,"AMBERJACK, LESSER",0.3,705
1999,Jan,Florida West Coast,"AMBERJACK, LESSER",0.9,"2,019"
2000,Jan,Florida West Coast,"AMBERJACK, LESSER",0.9,"1,928"
2001,Jan,Florida West Coast,"AMBERJACK, LESSER",1.1,"2,390"
2002,Jan,Florida West Coast,"AMBERJACK, LESSER",1,"2,118"
2003,Jan,Florida West Coast,"AMBERJACK, LESSER",2,"4,331"
2004,Jan,Florida West Coast,"AMBERJACK, LESSER",0.9,"1,911"
2005,Jan,Florida West Coast,"AMBERJACK, LESSER",0.9,"2,029"
2006,Jan,Florida West Coast,"AMBERJACK, LESSER",0.7,"1,583"
2009,Jan,Florida West Coast,"AMBERJACK, LESSER",0.9,"1,950"
2010,Jan,Florida West Coast,"AMBERJACK, LESSER",0.5,"1,014"
2013,Jan,Florida West Coast,"AMBERJACK, LESSER",6.1,"13,475"
1990,Jan,Louisiana,AMBERJACK,11.8,"25,912"
1991,Jan,Louisiana,AMBERJACK,8.8,"19,324"
1992,Jan,Louisiana,AMBERJACK,3,"6,713"
1993,Jan,Louisiana,AMBERJACK,8.2,"18,109"
1994,Jan,Louisiana,AMBERJACK,8.4,"18,525"
1995,Jan,Louisiana,AMBERJACK,14,"30,765"
1996,Jan,Louisiana,AMBERJACK,10.7,"23,541"
1997,Jan,Louisiana,AMBERJACK,2.1,"4,695"
1998,Jan,Louisiana,AMBERJACK,2.7,"5,859"
1999,Jan,Louisiana,AMBERJACK,9.1,"19,970"
2000,Jan,Louisiana,"AMBERJACK, GREATER",2.9,"6,453"
2001,Jan,Louisiana,"AMBERJACK, GREATER",2.5,"5,602"
2002,Jan,Louisiana,"AMBERJACK, GREATER",3.3,"7,302"
2003,Jan,Louisiana,"AMBERJACK, GREATER",8.2,"17,985"
2004,Jan,Louisiana,"AMBERJACK, GREATER",6.9,"15,259"
2005,Jan,Louisiana,"AMBERJACK, GREATER",10.5,"23,219"
2006,Jan,Louisiana,"AMBERJACK, GREATER",4.3,"9,416"
2007,Jan,Louisiana,"AMBERJACK, GREATER",2.1,"4,717"
2008,Jan,Louisiana,"AMBERJACK, GREATER",2.6,"5,640"
2009,Jan,Louisiana,"AMBERJACK, GREATER",6.6,"14,552"
2012,Jan,Louisiana,"AMBERJACK, GREATER",8.9,"19,612"
2013,Jan,Louisiana,"AMBERJACK, GREATER",15.4,"34,031"
2014,Jan,Louisiana,"AMBERJACK, GREATER",1.6,"3,520"
2015,Jan,Louisiana,"AMBERJACK, GREATER",5.8,"12,702"
2016,Jan,Louisiana,"AMBERJACK, GREATER",3.8,"8,335"
2000,Jan,Louisiana,"AMBERJACK, LESSER",2.9,"6,338"
2002,Jan,Louisiana,"AMBERJACK, LESSER",0.3,659
2002,Jan,Mississippi,"AMBERJACK, GREATER",0.1,154
2002,Jan,Mississippi,"AMBERJACK, LESSER",0.1,190
1990,Jan,Texas,AMBERJACK,8.7,"19,229"
1991,Jan,Texas,AMBERJACK,2.4,"5,228"
1992,Jan,Texas,AMBERJACK,0.8,"1,845"
1993,Jan,Texas,AMBERJACK,9,"19,781"
1994,Jan,Texas,"AMBERJACK, GREATER",1.7,"3,833"
1995,Jan,Texas,"AMBERJACK, GREATER",1.3,"2,757"
1996,Jan,Texas,"AMBERJACK, GREATER",1.2,"2,754"
1997,Jan,Texas,"AMBERJACK, GREATER",3,"6,622"
1998,Jan,Texas,"AMBERJACK, GREATER",0.8,"1,765"
1999,Jan,Texas,"AMBERJACK, GREATER",1.3,"2,916"
2000,Jan,Texas,"AMBERJACK, GREATER",2.5,"5,443"
2001,Jan,Texas,"AMBERJACK, GREATER",0.6,"1,403"
2002,Jan,Texas,"AMBERJACK, GREATER",1,"2,141"
2003,Jan,Texas,"AMBERJACK, GREATER",1.2,"2,594"
2004,Jan,Texas,"AMBERJACK, GREATER",2.3,"5,031"
2005,Jan,Texas,"AMBERJACK, GREATER",2.7,"5,978"
2006,Jan,Texas,"AMBERJACK, GREATER",1.2,"2,573"
2007,Jan,Texas,"AMBERJACK, GREATER",2.2,"4,921"
2008,Jan,Texas,"AMBERJACK, GREATER",1.1,"2,388"
2009,Jan,Texas,"AMBERJACK, GREATER",1.9,"4,116"
2010,Jan,Texas,"AMBERJACK, GREATER",3.2,"6,994"
2011,Jan,Texas,"AMBERJACK, GREATER",0.1,321
2012,Jan,Texas,"AMBERJACK, GREATER",1.4,"3,172"
2013,Jan,Texas,"AMBERJACK, GREATER",1,"2,122"
2014,Jan,Texas,"AMBERJACK, GREATER",1.3,"2,772"
2015,Jan,Texas,"AMBERJACK, GREATER",1.1,"2,522"
2002,Feb,Alabama,AMBERJACK,0,85
2002,Feb,Alabama,"AMBERJACK, GREATER",0,15
2003,Feb,Alabama,"AMBERJACK, GREATER",0.1,272
2012,Feb,Alabama,"AMBERJACK, GREATER",4.9,"10,745"
2016,Feb,Alabama,"AMBERJACK, GREATER",15.2,"33,403"
1990,Feb,Florida West Coast,AMBERJACK,46,"101,453"
1991,Feb,Florida West Coast,AMBERJACK,67.1,"147,992"
1993,Feb,Florida West Coast,AMBERJACK,3.7,"8,158"
1994,Feb,Florida West Coast,AMBERJACK,17.7,"39,097"
1995,Feb,Florida West Coast,AMBERJACK,34.9,"76,845"
1996,Feb,Florida West Coast,AMBERJACK,30.5,"67,314"
1997,Feb,Florida West Coast,AMBERJACK,10.6,"23,375"
2000,Feb,Florida West Coast,AMBERJACK,0.7,"1,627"
2002,Feb,Florida West Coast,AMBERJACK,0.1,135
1992,Feb,Florida West Coast,"AMBERJACK, GREATER",67.2,"148,186"
1993,Feb,Florida West Coast,"AMBERJACK, GREATER",65.1,"143,461"
1994,Feb,Florida West Coast,"AMBERJACK, GREATER",41.4,"91,205"
1995,Feb,Florida West Coast,"AMBERJACK, GREATER",36.7,"81,017"
1996,Feb,Florida West Coast,"AMBERJACK, GREATER",41.4,"91,199"
1997,Feb,Florida West Coast,"AMBERJACK, GREATER",36.9,"81,270"
1998,Feb,Florida West Coast,"AMBERJACK, GREATER",29.8,"65,715"
1999,Feb,Florida West Coast,"AMBERJACK, GREATER",60.9,"134,294"
2000,Feb,Florida West Coast,"AMBERJACK, GREATER",33.7,"74,288"
2001,Feb,Florida West Coast,"AMBERJACK, GREATER",60.8,"134,017"
2002,Feb,Florida West Coast,"AMBERJACK, GREATER",48.1,"106,074"
2003,Feb,Florida West Coast,"AMBERJACK, GREATER",40.6,"89,523"
2004,Feb,Florida West Coast,"AMBERJACK, GREATER",80.3,"176,958"
2005,Feb,Florida West Coast,"AMBERJACK, GREATER",87.7,"193,397"
2006,Feb,Florida West Coast,"AMBERJACK, GREATER",50.4,"111,037"
2007,Feb,Florida West Coast,"AMBERJACK, GREATER",53.4,"117,729"
2008,Feb,Florida West Coast,"AMBERJACK, GREATER",63.5,"139,920"
2009,Feb,Florida West Coast,"AMBERJACK, GREATER",37.3,"82,308"
2010,Feb,Florida West Coast,"AMBERJACK, GREATER",46.4,"102,246"
2011,Feb,Florida West Coast,"AMBERJACK, GREATER",28.9,"63,623"
2012,Feb,Florida West Coast,"AMBERJACK, GREATER",41.8,"92,104"
2013,Feb,Florida West Coast,"AMBERJACK, GREATER",56.5,"124,481"
2014,Feb,Florida West Coast,"AMBERJACK, GREATER",58.2,"128,226"
2015,Feb,Florida West Coast,"AMBERJACK, GREATER",30.1,"66,465"
2016,Feb,Florida West Coast,"AMBERJACK, GREATER",31,"68,277"
1991,Feb,Florida West Coast,"AMBERJACK, LESSER",0.5,"1,106"
1992,Feb,Florida West Coast,"AMBERJACK, LESSER",0.3,566
1993,Feb,Florida West Coast,"AMBERJACK, LESSER",0.9,"1,939"
1994,Feb,Florida West Coast,"AMBERJACK, LESSER",2,"4,386"
1995,Feb,Florida West Coast,"AMBERJACK, LESSER",4.6,"10,119"
1996,Feb,Florida West Coast,"AMBERJACK, LESSER",2.6,"5,750"
1997,Feb,Florida West Coast,"AMBERJACK, LESSER",1.8,"4,051"
1998,Feb,Florida West Coast,"AMBERJACK, LESSER",1.1,"2,503"
1999,Feb,Florida West Coast,"AMBERJACK, LESSER",0.7,"1,564"
2000,Feb,Florida West Coast,"AMBERJACK, LESSER",0.9,"2,026"
2001,Feb,Florida West Coast,"AMBERJACK, LESSER",0.5,"1,078"
2002,Feb,Florida West Coast,"AMBERJACK, LESSER",0.9,"1,975"
2003,Feb,Florida West Coast,"AMBERJACK, LESSER",1.5,"3,241"
2004,Feb,Florida West Coast,"AMBERJACK, LESSER",1,"2,236"
2005,Feb,Florida West Coast,"AMBERJACK, LESSER",0.3,742
2006,Feb,Florida West Coast,"AMBERJACK, LESSER",1.8,"4,024"
2007,Feb,Florida West Coast,"AMBERJACK, LESSER",1.8,"3,929"
2008,Feb,Florida West Coast,"AMBERJACK, LESSER",1,"2,199"
2013,Feb,Florida West Coast,"AMBERJACK, LESSER",1.9,"4,102"
2016,Feb,Florida West Coast,"AMBERJACK, LESSER",0.3,621
1990,Feb,Louisiana,AMBERJACK,8.8,"19,501"
1991,Feb,Louisiana,AMBERJACK,4.2,"9,218"
1992,Feb,Louisiana,AMBERJACK,12.1,"26,663"
1993,Feb,Louisiana,AMBERJACK,5.4,"12,006"
1994,Feb,Louisiana,AMBERJACK,10.4,"23,019"
1995,Feb,Louisiana,AMBERJACK,14.8,"32,594"
1996,Feb,Louisiana,AMBERJACK,5.5,"12,189"
1997,Feb,Louisiana,AMBERJACK,2.2,"4,854"
1998,Feb,Louisiana,AMBERJACK,8,"17,596"
1999,Feb,Louisiana,AMBERJACK,2.3,"5,123"
2000,Feb,Louisiana,"AMBERJACK, GREATER",2.1,"4,590"
2001,Feb,Louisiana,"AMBERJACK, GREATER",18.1,"39,971"
2002,Feb,Louisiana,"AMBERJACK, GREATER",2.2,"4,752"
2003,Feb,Louisiana,"AMBERJACK, GREATER",3.7,"8,218"
2004,Feb,Louisiana,"AMBERJACK, GREATER",4.1,"9,003"
2005,Feb,Louisiana,"AMBERJACK, GREATER",3.1,"6,780"
2006,Feb,Louisiana,"AMBERJACK, GREATER",1.8,"3,938"
2007,Feb,Louisiana,"AMBERJACK, GREATER",3.4,"7,440"
2008,Feb,Louisiana,"AMBERJACK, GREATER",2.7,"5,993"
2009,Feb,Louisiana,"AMBERJACK, GREATER",5.7,"12,566"
2010,Feb,Louisiana,"AMBERJACK, GREATER",6.4,"14,005"
2012,Feb,Louisiana,"AMBERJACK, GREATER",29.6,"65,310"
2013,Feb,Louisiana,"AMBERJACK, GREATER",18.3,"40,247"
2014,Feb,Louisiana,"AMBERJACK, GREATER",6.6,"14,444"
2015,Feb,Louisiana,"AMBERJACK, GREATER",4.8,"10,518"
2016,Feb,Louisiana,"AMBERJACK, GREATER",9.2,"20,183"
2003,Feb,Louisiana,"AMBERJACK, LESSER",0.6,"1,383"
2004,Feb,Louisiana,"AMBERJACK, LESSER",0.1,151
2002,Feb,Mississippi,"AMBERJACK, GREATER",0,90
2002,Feb,Mississippi,"AMBERJACK, LESSER",0,7
1990,Feb,Texas,AMBERJACK,7.5,"16,519"
1991,Feb,Texas,AMBERJACK,1.4,"3,005"
1992,Feb,Texas,AMBERJACK,1.3,"2,762"
1993,Feb,Texas,AMBERJACK,15.1,"33,375"
1994,Feb,Texas,"AMBERJACK, GREATER",1,"2,100"
1995,Feb,Texas,"AMBERJACK, GREATER",2.8,"6,070"
1996,Feb,Texas,"AMBERJACK, GREATER",1.4,"3,193"
1997,Feb,Texas,"AMBERJACK, GREATER",2.2,"4,916"
1998,Feb,Texas,"AMBERJACK, GREATER",2.7,"5,991"
1999,Feb,Texas,"AMBERJACK, GREATER",1.1,"2,420"
2000,Feb,Texas,"AMBERJACK, GREATER",0.9,"2,087"
2001,Feb,Texas,"AMBERJACK, GREATER",1,"2,241"
2002,Feb,Texas,"AMBERJACK, GREATER",0.5,"1,045"
2003,Feb,Texas,"AMBERJACK, GREATER",2.5,"5,512"
2004,Feb,Texas,"AMBERJACK, GREATER",1.7,"3,667"
2005,Feb,Texas,"AMBERJACK, GREATER",2.5,"5,495"
2006,Feb,Texas,"AMBERJACK, GREATER",0.6,"1,360"
2007,Feb,Texas,"AMBERJACK, GREATER",3.3,"7,279"
2008,Feb,Texas,"AMBERJACK, GREATER",1.4,"3,136"
2009,Feb,Texas,"AMBERJACK, GREATER",3.8,"8,412"
2010,Feb,Texas,"AMBERJACK, GREATER",0.7,"1,478"
2011,Feb,Texas,"AMBERJACK, GREATER",0.3,732
2012,Feb,Texas,"AMBERJACK, GREATER",14,"30,759"
2013,Feb,Texas,"AMBERJACK, GREATER",2.3,"5,069"
2014,Feb,Texas,"AMBERJACK, GREATER",1.6,"3,491"
2016,Feb,Texas,"AMBERJACK, GREATER",2.7,"6,001"
2007,Feb,Texas,"AMBERJACK, LESSER",0.1,261
1997,Mar,Alabama,AMBERJACK,0.1,171
2002,Mar,Alabama,"AMBERJACK, LESSER",0,4
1990,Mar,Florida West Coast,AMBERJACK,115.7,"255,119"
1991,Mar,Florida West Coast,AMBERJACK,113.4,"249,944"
1993,Mar,Florida West Coast,AMBERJACK,80.9,"178,382"
1994,Mar,Florida West Coast,AMBERJACK,65.6,"144,578"
1995,Mar,Florida West Coast,AMBERJACK,65.6,"144,725"
1996,Mar,Florida West Coast,AMBERJACK,31.1,"68,506"
1997,Mar,Florida West Coast,AMBERJACK,21.7,"47,888"
1992,Mar,Florida West Coast,"AMBERJACK, GREATER",149.3,"329,169"
1993,Mar,Florida West Coast,"AMBERJACK, GREATER",68.7,"151,539"
1994,Mar,Florida West Coast,"AMBERJACK, GREATER",47.7,"105,218"
1995,Mar,Florida West Coast,"AMBERJACK, GREATER",44.8,"98,699"
1996,Mar,Florida West Coast,"AMBERJACK, GREATER",23.5,"51,831"
1997,Mar,Florida West Coast,"AMBERJACK, GREATER",65.4,"144,190"
1998,Mar,Florida West Coast,"AMBERJACK, GREATER",42.2,"92,951"
1999,Mar,Florida West Coast,"AMBERJACK, GREATER",59.8,"131,926"
2000,Mar,Florida West Coast,"AMBERJACK, GREATER",38.5,"84,769"
2001,Mar,Florida West Coast,"AMBERJACK, GREATER",47.4,"104,596"
2002,Mar,Florida West Coast,"AMBERJACK, GREATER",57.5,"126,737"
2003,Mar,Florida West Coast,"AMBERJACK, GREATER",37.1,"81,752"
2004,Mar,Florida West Coast,"AMBERJACK, GREATER",92,"202,736"
2005,Mar,Florida West Coast,"AMBERJACK, GREATER",80.3,"177,034"
2006,Mar,Florida West Coast,"AMBERJACK, GREATER",41.3,"91,129"
2007,Mar,Florida West Coast,"AMBERJACK, GREATER",52.1,"114,844"
2008,Mar,Florida West Coast,"AMBERJACK, GREATER",35.3,"77,902"
2009,Mar,Florida West Coast,"AMBERJACK, GREATER",47.9,"105,498"
2010,Mar,Florida West Coast,"AMBERJACK, GREATER",67.3,"148,315"
2011,Mar,Florida West Coast,"AMBERJACK, GREATER",27.8,"61,220"
2012,Mar,Florida West Coast,"AMBERJACK, GREATER",81.3,"179,216"
2013,Mar,Florida West Coast,"AMBERJACK, GREATER",48,"105,824"
2014,Mar,Florida West Coast,"AMBERJACK, GREATER",43,"94,889"
2015,Mar,Florida West Coast,"AMBERJACK, GREATER",28,"61,795"
2016,Mar,Florida West Coast,"AMBERJACK, GREATER",52.7,"116,199"
1991,Mar,Florida West Coast,"AMBERJACK, LESSER",0.6,"1,361"
1992,Mar,Florida West Coast,"AMBERJACK, LESSER",1.6,"3,549"
1993,Mar,Florida West Coast,"AMBERJACK, LESSER",0.5,"1,142"
1994,Mar,Florida West Coast,"AMBERJACK, LESSER",1.2,"2,573"
1995,Mar,Florida West Coast,"AMBERJACK, LESSER",2.9,"6,349"
1996,Mar,Florida West Coast,"AMBERJACK, LESSER",1.5,"3,216"
1997,Mar,Florida West Coast,"AMBERJACK, LESSER",2.8,"6,083"
1998,Mar,Florida West Coast,"AMBERJACK, LESSER",0.4,842
1999,Mar,Florida West Coast,"AMBERJACK, LESSER",2.3,"5,059"
2000,Mar,Florida West Coast,"AMBERJACK, LESSER",0.9,"2,025"
2001,Mar,Florida West Coast,"AMBERJACK, LESSER",0.2,437
2002,Mar,Florida West Coast,"AMBERJACK, LESSER",0.4,839
2003,Mar,Florida West Coast,"AMBERJACK, LESSER",0.5,"1,109"
2004,Mar,Florida West Coast,"AMBERJACK, LESSER",0.6,"1,301"
2006,Mar,Florida West Coast,"AMBERJACK, LESSER",0.1,155
2007,Mar,Florida West Coast,"AMBERJACK, LESSER",0.8,"1,815"
2008,Mar,Florida West Coast,"AMBERJACK, LESSER",0.1,113
2012,Mar,Florida West Coast,"AMBERJACK, LESSER",0.3,561
2014,Mar,Florida West Coast,"AMBERJACK, LESSER",0.1,116
2015,Mar,Florida West Coast,"AMBERJACK, LESSER",0.2,475
2016,Mar,Florida West Coast,"AMBERJACK, LESSER",1,"2,220"
1990,Mar,Louisiana,AMBERJACK,13.6,"29,896"
1991,Mar,Louisiana,AMBERJACK,4.3,"9,530"
1992,Mar,Louisiana,AMBERJACK,4.9,"10,793"
1993,Mar,Louisiana,AMBERJACK,15.1,"33,284"
1994,Mar,Louisiana,AMBERJACK,13.9,"30,641"
1995,Mar,Louisiana,AMBERJACK,10.9,"24,017"
1996,Mar,Louisiana,AMBERJACK,0.8,"1,816"
1997,Mar,Louisiana,AMBERJACK,7.7,"17,017"
1998,Mar,Louisiana,AMBERJACK,0.2,352
2002,Mar,Louisiana,"AMBERJACK, GREATER",0,23
2003,Mar,Louisiana,"AMBERJACK, GREATER",0,103
1999,Mar,Louisiana,"AMBERJACK, LESSER",0.4,857
2000,Mar,Louisiana,"AMBERJACK, LESSER",0.2,483
2002,Mar,Louisiana,"AMBERJACK, LESSER",0,44
2004,Mar,Louisiana,"AMBERJACK, LESSER",0.3,563
2013,Mar,Louisiana,"AMBERJACK, LESSER",0.1,185
2002,Mar,Mississippi,AMBERJACK,0.1,162
1990,Mar,Texas,AMBERJACK,2.5,"5,487"
1991,Mar,Texas,AMBERJACK,1.1,"2,328"
1992,Mar,Texas,AMBERJACK,1.9,"4,092"
1993,Mar,Texas,AMBERJACK,3.7,"8,184"
1994,Mar,Texas,"AMBERJACK, GREATER",0.8,"1,787"
1995,Mar,Texas,"AMBERJACK, GREATER",2,"4,327"
1996,Mar,Texas,"AMBERJACK, GREATER",2.1,"4,534"
1997,Mar,Texas,"AMBERJACK, GREATER",2.5,"5,402"
1998,Mar,Texas,"AMBERJACK, GREATER",0.8,"1,792"
1999,Mar,Texas,"AMBERJACK, GREATER",0.4,824
2000,Mar,Texas,"AMBERJACK, GREATER",0.2,457
2002,Mar,Texas,"AMBERJACK, GREATER",0,74
2003,Mar,Texas,"AMBERJACK, GREATER",0.3,737
2005,Mar,Texas,"AMBERJACK, GREATER",0.2,520
1990,Apr,Alabama,AMBERJACK,0.1,295
1992,Apr,Alabama,AMBERJACK,0.1,295
1990,Apr,Florida West Coast,AMBERJACK,115.9,"255,484"
1991,Apr,Florida West Coast,AMBERJACK,180.8,"398,495"
1993,Apr,Florida West Coast,AMBERJACK,3.5,"7,701"
1995,Apr,Florida West Coast,AMBERJACK,6.8,"15,073"
1996,Apr,Florida West Coast,AMBERJACK,7.5,"16,617"
1997,Apr,Florida West Coast,AMBERJACK,1.2,"2,542"
1992,Apr,Florida West Coast,"AMBERJACK, GREATER",30.1,"66,275"
1993,Apr,Florida West Coast,"AMBERJACK, GREATER",19.4,"42,873"
1994,Apr,Florida West Coast,"AMBERJACK, GREATER",33.8,"74,504"
1995,Apr,Florida West Coast,"AMBERJACK, GREATER",24,"52,849"
1996,Apr,Florida West Coast,"AMBERJACK, GREATER",22.4,"49,392"
1997,Apr,Florida West Coast,"AMBERJACK, GREATER",29.9,"65,811"
1998,Apr,Florida West Coast,"AMBERJACK, GREATER",6.1,"13,464"
1999,Apr,Florida West Coast,"AMBERJACK, GREATER",1.4,"3,089"
2000,Apr,Florida West Coast,"AMBERJACK, GREATER",0.5,"1,066"
2001,Apr,Florida West Coast,"AMBERJACK, GREATER",0.7,"1,546"
2002,Apr,Florida West Coast,"AMBERJACK, GREATER",3.7,"8,130"
2003,Apr,Florida West Coast,"AMBERJACK, GREATER",1,"2,313"
2004,Apr,Florida West Coast,"AMBERJACK, GREATER",4,"8,786"
2005,Apr,Florida West Coast,"AMBERJACK, GREATER",0.9,"1,878"
2006,Apr,Florida West Coast,"AMBERJACK, GREATER",3.2,"7,144"
2007,Apr,Florida West Coast,"AMBERJACK, GREATER",0.3,555
2008,Apr,Florida West Coast,"AMBERJACK, GREATER",0.7,"1,465"
2009,Apr,Florida West Coast,"AMBERJACK, GREATER",0.2,449
2010,Apr,Florida West Coast,"AMBERJACK, GREATER",0.5,"1,058"
2012,Apr,Florida West Coast,"AMBERJACK, GREATER",0.5,"1,056"
2013,Apr,Florida West Coast,"AMBERJACK, GREATER",0.2,426
2014,Apr,Florida West Coast,"AMBERJACK, GREATER",0.2,546
2015,Apr,Florida West Coast,"AMBERJACK, GREATER",0.1,305
2016,Apr,Florida West Coast,"AMBERJACK, GREATER",0.1,287
1991,Apr,Florida West Coast,"AMBERJACK, LESSER",0.6,"1,345"
1992,Apr,Florida West Coast,"AMBERJACK, LESSER",0.6,"1,426"
1993,Apr,Florida West Coast,"AMBERJACK, LESSER",2.4,"5,382"
1994,Apr,Florida West Coast,"AMBERJACK, LESSER",1.3,"2,942"
1995,Apr,Florida West Coast,"AMBERJACK, LESSER",1.3,"2,910"
1996,Apr,Florida West Coast,"AMBERJACK, LESSER",1.2,"2,674"
1997,Apr,Florida West Coast,"AMBERJACK, LESSER",1,"2,176"
1998,Apr,Florida West Coast,"AMBERJACK, LESSER",1.1,"2,409"
1999,Apr,Florida West Coast,"AMBERJACK, LESSER",0.9,"1,912"
2000,Apr,Florida West Coast,"AMBERJACK, LESSER",0.4,984
2001,Apr,Florida West Coast,"AMBERJACK, LESSER",0.2,386
2002,Apr,Florida West Coast,"AMBERJACK, LESSER",0.4,815
2003,Apr,Florida West Coast,"AMBERJACK, LESSER",0.3,719
2004,Apr,Florida West Coast,"AMBERJACK, LESSER",0.2,343
2005,Apr,Florida West Coast,"AMBERJACK, LESSER",0.1,137
2006,Apr,Florida West Coast,"AMBERJACK, LESSER",0.1,203
2007,Apr,Florida West Coast,"AMBERJACK, LESSER",0.1,182
2008,Apr,Florida West Coast,"AMBERJACK, LESSER",0.1,324
2015,Apr,Florida West Coast,"AMBERJACK, LESSER",0.2,341
2016,Apr,Florida West Coast,"AMBERJACK, LESSER",0,100
1990,Apr,Louisiana,AMBERJACK,21.9,"48,245"
1991,Apr,Louisiana,AMBERJACK,9.6,"21,090"
1992,Apr,Louisiana,AMBERJACK,8.8,"19,479"
1993,Apr,Louisiana,AMBERJACK,12.8,"28,308"
1994,Apr,Louisiana,AMBERJACK,14.6,"32,218"
1995,Apr,Louisiana,AMBERJACK,6.9,"15,258"
1996,Apr,Louisiana,AMBERJACK,12.3,"27,120"
1997,Apr,Louisiana,AMBERJACK,9.7,"21,357"
1998,Apr,Louisiana,AMBERJACK,0.1,185
2002,Apr,Louisiana,"AMBERJACK, LESSER",0.2,424
2003,Apr,Louisiana,"AMBERJACK, LESSER",0.1,164
2004,Apr,Louisiana,"AMBERJACK, LESSER",0.2,513
2005,Apr,Louisiana,"AMBERJACK, LESSER",0.2,385
1990,Apr,Mississippi,AMBERJACK,0.9,"2,089"
2002,Apr,Mississippi,"AMBERJACK, LESSER",0,78
1990,Apr,Texas,AMBERJACK,0.9,"1,992"
1991,Apr,Texas,AMBERJACK,1.2,"2,677"
1992,Apr,Texas,AMBERJACK,2.2,"4,898"
1993,Apr,Texas,AMBERJACK,6,"13,211"
1994,Apr,Texas,"AMBERJACK, GREATER",1.9,"4,194"
1995,Apr,Texas,"AMBERJACK, GREATER",2.5,"5,614"
1996,Apr,Texas,"AMBERJACK, GREATER",4.6,"10,213"
1997,Apr,Texas,"AMBERJACK, GREATER",8.4,"18,453"
1998,Apr,Texas,"AMBERJACK, GREATER",0.2,338
2000,Apr,Texas,"AMBERJACK, GREATER",0.1,266
2002,Apr,Texas,"AMBERJACK, GREATER",0,67
2004,Apr,Texas,"AMBERJACK, GREATER",0.1,263
1990,May,Alabama,AMBERJACK,1.4,"3,121"
1992,May,Alabama,AMBERJACK,0.7,"1,585"
1993,May,Alabama,AMBERJACK,0.7,"1,474"
2002,May,Alabama,AMBERJACK,0,22
2002,May,Alabama,"AMBERJACK, LESSER",0,4
1990,May,Florida West Coast,AMBERJACK,134.5,"296,532"
